: physical|物質
夜校生 學生|student 夜大 大學|university
夜校生 學生|student 夜市 市場|market
徒眾 學生|student 百獸 animal|獸
徒眾 學生|student 羊群 羊|sheep
徒眾 學生|student 牛群 牛|cattle
徒眾 學生|student 豬隻 豬|pig
徒眾 學生|student 魚群 fish|魚
徒眾 學生|student 松林 松|pine
徒眾 學生|student 椰林 椰子樹|CoconutTree
徒眾 學生|student 竹林 竹|bamboo
徒眾 學生|student 花束 花|flower
徒眾 學生|student 花海 花|flower
徒眾 學生|student 花叢 花|flower
徒眾 學生|student 草叢 草|grass
徒眾 學生|student 芸芸眾生 animate|生物
徒眾 學生|student 眾生 animate|生物
徒眾 學生|student 星斗 celestial|天體
徒眾 學生|student 星月 celestial|天體
徒眾 學生|student 星辰 celestial|天體
徒眾 學生|student 滿天星 celestial|天體
徒眾 學生|student 繁星 celestial|天體
徒眾 學生|student 山群 山|mountain
徒眾 學生|student 山巒 山|mountain
徒眾 學生|student 崇山峻嶺 山|mountain
徒眾 學生|student 群山 山|mountain
徒眾 學生|student 重賞 獎品|prize
徒眾 學生|student 程式庫 software|軟體
徒眾 學生|student 車隊 LandVehicle|車
徒眾 學生|student 船舶 ship|船
徒眾 學生|student 船隊 ship|船
徒眾 學生|student 艦隊 軍艦|NavalVessel
徒眾 學生|student 套書 publications|書刊
徒眾 學生|student 文庫 書籍|books
徒眾 學生|student 書海 書籍|books
徒眾 學生|student 萬卷書 書籍|books
徒眾 學生|student 叢書 書籍|books
徒眾 學生|student 垃圾堆 waste|廢物
徒眾 學生|student 眾人 human|人
徒眾 學生|student 群眾 human|人
徒眾 學生|student 人海 human|人
徒眾 學生|student 人堆 human|人
徒眾 學生|student 人群 human|人
徒眾 學生|student 人潮 human|人
徒眾 學生|student 綠林 tree|樹
徒眾 學生|student 樹林 tree|樹
徒眾 學生|student 樹叢 tree|樹
徒眾 學生|student 叢林 tree|樹
徒眾 學生|student 林子 tree|樹
徒眾 學生|student 林木 tree|樹
徒眾 學生|student 森林 tree|樹
徒眾 學生|student 列島 島|island
徒眾 學生|student 群島 島|island
窮學生 學生|student 貧民 human|人
窮學生 學生|student 窮人 human|人
窮學生 學生|student 窮光蛋 human|人
老同學 同學|schoolmate 舊衣 clothing|衣物
老同學 同學|schoolmate 二手貨 商品|commodity
老同學 同學|schoolmate 破廟 寺廟|temple
老同學 同學|schoolmate 老爺車 LandVehicle|車
老同學 同學|schoolmate 中古車 汽車|MotorVehicle
老同學 同學|schoolmate 舊書 書籍|books
女弟子 學生|student 母老虎 虎|tiger
女弟子 學生|student 母狗 狗|dog
女弟子 學生|student 母鴨 鴨子|duck
女弟子 學生|student 母雞 雞|chicken
女弟子 學生|student 雌蝶 蝴蝶|butterfly
女弟子 學生|student 千金 offspring|後代
女弟子 學生|student 仙子 神仙|immortal
女弟子 學生|student 玉女 神仙|immortal
女弟子 學生|student 神女 神仙|immortal
女弟子 學生|student 聖母 神仙|immortal
女弟子 學生|student 女神 神仙|immortal
女弟子 學生|student 天仙 神仙|immortal
女弟子 學生|student 仙女 神仙|immortal
女弟子 學生|student 人母 parents|父母
女弟子 學生|student 母親 parents|父母
女弟子 學生|student 老媽 parents|父母
女弟子 學生|student 阿母 parents|父母
女弟子 學生|student 娘 parents|父母
女弟子 學生|student 媽 parents|父母
女弟子 學生|student 媽咪 parents|父母
女弟子 學生|student 媽媽 parents|父母
女弟子 學生|student 母 parents|父母
女弟子 學生|student 女 offspring|後代
女弟子 學生|student 女兒 offspring|後代
女弟子 學生|student 掌上明珠 offspring|後代
女弟子 學生|student 姊妹 sibling|手足
女弟子 學生|student 姊妹花 sibling|手足
女弟子 學生|student 姊妺 sibling|手足
女弟子 學生|student 姐妹 sibling|手足
女弟子 學生|student 姐妺 sibling|手足
女弟子 學生|student 老婆 spouse|配偶
女弟子 學生|student 妻 spouse|配偶
女弟子 學生|student 妻子 spouse|配偶
女弟子 學生|student 家室 spouse|配偶
女弟子 學生|student 牽手 spouse|配偶
女弟子 學生|student 愛妻 spouse|配偶
女弟子 學生|student 嬌妻 spouse|配偶
女弟子 學生|student 女人 spouse|配偶
女弟子 學生|student 人妻 spouse|配偶
女弟子 學生|student 婢女 佣人|servant
女弟子 學生|student 女傭 佣人|servant
女弟子 學生|student 女僕 佣人|servant
女弟子 學生|student 奴婢 佣人|servant
女弟子 學生|student 侍女 佣人|servant
女弟子 學生|student 女子 human|人
女弟子 學生|student 女生 human|人
女弟子 學生|student 女色 human|人
女弟子 學生|student 女性 human|人
女弟子 學生|student 小姐 human|人
女弟子 學生|student 查某 human|人
女弟子 學生|student 紅粉 human|人
大專生 大學|university 中學生 中學|MiddleSchool
大專生 大學|university 高中生 中學|MiddleSchool
大專生 大學|university 國中生 中學|MiddleSchool
大學生 大學|university 中學生 中學|MiddleSchool
大學生 大學|university 高中生 中學|MiddleSchool
大學生 大學|university 國中生 中學|MiddleSchool
高材生 學生|student 頭彩 獎品|prize
高材生 學生|student 頭獎 獎品|prize
高材生 學生|student 傑作 作品|works
高材生 學生|student 極品 artifact|人工物
高材生 學生|student 頭等艙 艙|cabin
獵人 human|人 獵鷹 鷹|hawk
獵人 human|人 兀鷹 猛禽|BirdOfPrey
獵人 human|人 鷹 猛禽|BirdOfPrey
獵人 human|人 老鷹 猛禽|BirdOfPrey
獵人 human|人 赤腹鷹 猛禽|BirdOfPrey
獵人 human|人 林鵰 猛禽|BirdOfPrey
獵人 human|人 松雀鷹 猛禽|BirdOfPrey
獵人 human|人 雀鷹 猛禽|BirdOfPrey
獵人 human|人 蒼鷹 猛禽|BirdOfPrey
獵戶 human|人 獵鷹 鷹|hawk
獵戶 human|人 兀鷹 猛禽|BirdOfPrey
獵戶 human|人 鷹 猛禽|BirdOfPrey
獵戶 human|人 老鷹 猛禽|BirdOfPrey
獵戶 human|人 赤腹鷹 猛禽|BirdOfPrey
獵戶 human|人 林鵰 猛禽|BirdOfPrey
獵戶 human|人 松雀鷹 猛禽|BirdOfPrey
獵戶 human|人 雀鷹 猛禽|BirdOfPrey
獵戶 human|人 蒼鷹 猛禽|BirdOfPrey
野生動物 animal|獸 野貓 貓|cat
野生動物 animal|獸 野狗 狗|dog
野生動物 animal|獸 野牛 牛|cattle
野生動物 animal|獸 野馬 馬|horse
野生動物 animal|獸 野豬 豬|pig
野生動物 animal|獸 野鶯 鶯|oriole
野生動物 animal|獸 野鳥 bird|禽
野生動物 animal|獸 野鴨 鴨子|duck
野生動物 animal|獸 野雞 雞|chicken
野生動物 animal|獸 雁 鵝|goose
野生動物 animal|獸 雁鴨 鵝|goose
百獸 animal|獸 羊群 羊|sheep
百獸 animal|獸 牛群 牛|cattle
百獸 animal|獸 豬隻 豬|pig
百獸 animal|獸 魚群 fish|魚
百獸 animal|獸 松林 松|pine
百獸 animal|獸 椰林 椰子樹|CoconutTree
百獸 animal|獸 竹林 竹|bamboo
百獸 animal|獸 花束 花|flower
百獸 animal|獸 花海 花|flower
百獸 animal|獸 花叢 花|flower
百獸 animal|獸 草叢 草|grass
百獸 animal|獸 芸芸眾生 animate|生物
百獸 animal|獸 眾生 animate|生物
百獸 animal|獸 星斗 celestial|天體
百獸 animal|獸 星月 celestial|天體
百獸 animal|獸 星辰 celestial|天體
百獸 animal|獸 滿天星 celestial|天體
百獸 animal|獸 繁星 celestial|天體
百獸 animal|獸 山群 山|mountain
百獸 animal|獸 山巒 山|mountain
百獸 animal|獸 崇山峻嶺 山|mountain
百獸 animal|獸 群山 山|mountain
百獸 animal|獸 重賞 獎品|prize
百獸 animal|獸 程式庫 software|軟體
百獸 animal|獸 車隊 LandVehicle|車
百獸 animal|獸 船舶 ship|船
百獸 animal|獸 船隊 ship|船
百獸 animal|獸 艦隊 軍艦|NavalVessel
百獸 animal|獸 書海 書籍|books
百獸 animal|獸 萬卷書 書籍|books
百獸 animal|獸 叢書 書籍|books
百獸 animal|獸 所有人 human|人
百獸 animal|獸 上上下下 human|人
百獸 animal|獸 老老少少 human|人
百獸 animal|獸 眾人 human|人
百獸 animal|獸 群眾 human|人
百獸 animal|獸 人人 human|人
百獸 animal|獸 綠林 tree|樹
百獸 animal|獸 樹林 tree|樹
百獸 animal|獸 樹叢 tree|樹
百獸 animal|獸 叢林 tree|樹
百獸 animal|獸 林子 tree|樹
百獸 animal|獸 林木 tree|樹
百獸 animal|獸 森林 tree|樹
百獸 animal|獸 列島 島|island
百獸 animal|獸 群島 島|island
寵物 animal|獸 愛犬 狗|dog
寵物 animal|獸 愛車 汽車|MotorVehicle
靈長類 beast|走獸 神龍 龍|dragon
靈長類 beast|走獸 聖體 body|身
靈長類 beast|走獸 學府 學校|school
靈長類 beast|走獸 元帥 軍官|officer
靈長類 beast|走獸 少將 軍官|officer
靈長類 beast|走獸 主帥 軍官|officer
靈長類 beast|走獸 主將 軍官|officer
靈長類 beast|走獸 名將 軍官|officer
靈長類 beast|走獸 帥 軍官|officer
靈長類 beast|走獸 副司令 軍官|officer
靈長類 beast|走獸 參謀總長 軍官|officer
靈長類 beast|走獸 將官 軍官|officer
靈長類 beast|走獸 將相 軍官|officer
靈長類 beast|走獸 將軍 軍官|officer
靈長類 beast|走獸 將領 軍官|officer
靈長類 beast|走獸 統帥 軍官|officer
靈長類 beast|走獸 上將 軍官|officer
靈長類 beast|走獸 大將 軍官|officer
靈長類 beast|走獸 中將 軍官|officer
白虎 虎|tiger 白兔 兔|rabbit
白虎 虎|tiger 白鶺鴒 鶺鴒|wagtail
白虎 虎|tiger 白鵝 鵝|goose
白虎 虎|tiger 白鷺 鷺鷥|egret
白虎 虎|tiger 白鷺鷥 鷺鷥|egret
白虎 虎|tiger 白樺 樺|birch
白虎 虎|tiger 白楊樹 楊|poplar
白虎 虎|tiger 冬瓜 葫蘆|calabash
白虎 虎|tiger 白蘿蔔 蘿蔔|radish
白虎 虎|tiger 銀耳 木耳|TreeMushroom
白虎 虎|tiger 白面 臉|face
白虎 虎|tiger 白雲 雲|cloud
白虎 虎|tiger 白斑 斑點|spot
白虎 虎|tiger 白雪 雪|snow
白虎 虎|tiger 白堊 土壤|soil
白虎 虎|tiger 白衣 clothing|衣物
白虎 虎|tiger 白麵 麵|noodles
白虎 虎|tiger 白糖 糖|sugar
白虎 虎|tiger 白醋 醋|vinegar
白虎 虎|tiger 白酒 酒|liquor
白虎 虎|tiger 白紙 paper|紙張
白虎 虎|tiger 白板 黑板|blackboard
白虎 虎|tiger 白玉 玉石|jade
母老虎 虎|tiger 母狗 狗|dog
母老虎 虎|tiger 母鴨 鴨子|duck
母老虎 虎|tiger 母雞 雞|chicken
母老虎 虎|tiger 雌蝶 蝴蝶|butterfly
母老虎 虎|tiger 千金 offspring|後代
母老虎 虎|tiger 仙子 神仙|immortal
母老虎 虎|tiger 玉女 神仙|immortal
母老虎 虎|tiger 神女 神仙|immortal
母老虎 虎|tiger 聖母 神仙|immortal
母老虎 虎|tiger 女神 神仙|immortal
母老虎 虎|tiger 天仙 神仙|immortal
母老虎 虎|tiger 仙女 神仙|immortal
母老虎 虎|tiger 人母 parents|父母
母老虎 虎|tiger 母親 parents|父母
母老虎 虎|tiger 老媽 parents|父母
母老虎 虎|tiger 阿母 parents|父母
母老虎 虎|tiger 娘 parents|父母
母老虎 虎|tiger 媽 parents|父母
母老虎 虎|tiger 媽咪 parents|父母
母老虎 虎|tiger 媽媽 parents|父母
母老虎 虎|tiger 母 parents|父母
母老虎 虎|tiger 女 offspring|後代
母老虎 虎|tiger 女兒 offspring|後代
母老虎 虎|tiger 掌上明珠 offspring|後代
母老虎 虎|tiger 姊妹 sibling|手足
母老虎 虎|tiger 姊妹花 sibling|手足
母老虎 虎|tiger 姊妺 sibling|手足
母老虎 虎|tiger 姐妹 sibling|手足
母老虎 虎|tiger 姐妺 sibling|手足
母老虎 虎|tiger 老婆 spouse|配偶
母老虎 虎|tiger 妻 spouse|配偶
母老虎 虎|tiger 妻子 spouse|配偶
母老虎 虎|tiger 家室 spouse|配偶
母老虎 虎|tiger 牽手 spouse|配偶
母老虎 虎|tiger 愛妻 spouse|配偶
母老虎 虎|tiger 嬌妻 spouse|配偶
母老虎 虎|tiger 女人 spouse|配偶
母老虎 虎|tiger 人妻 spouse|配偶
母老虎 虎|tiger 婢女 佣人|servant
母老虎 虎|tiger 女傭 佣人|servant
母老虎 虎|tiger 女僕 佣人|servant
母老虎 虎|tiger 奴婢 佣人|servant
母老虎 虎|tiger 侍女 佣人|servant
母老虎 虎|tiger 女子 human|人
母老虎 虎|tiger 女生 human|人
母老虎 虎|tiger 女色 human|人
母老虎 虎|tiger 女性 human|人
母老虎 虎|tiger 小姐 human|人
母老虎 虎|tiger 查某 human|人
母老虎 虎|tiger 紅粉 human|人
狗熊 熊|bear 黑鷹 鷹|hawk
狗熊 熊|bear 黑豆 豆子|beans
狗熊 熊|bear 黑松 松|pine
狗熊 熊|bear 黑髮 頭髮|HeadHair
狗熊 熊|bear 黑煙 煙|smoke
狗熊 熊|bear 黑斑 斑點|spot
狗熊 熊|bear 石墨 礦物|mineral
狗熊 熊|bear 黑陶 陶器|pottery
狗熊 熊|bear 烏鴉 bird|禽
狗熊 熊|bear 烏 bird|禽
黑熊 熊|bear 黑鷹 鷹|hawk
黑熊 熊|bear 黑豆 豆子|beans
黑熊 熊|bear 黑松 松|pine
黑熊 熊|bear 黑髮 頭髮|HeadHair
黑熊 熊|bear 黑煙 煙|smoke
黑熊 熊|bear 黑斑 斑點|spot
黑熊 熊|bear 石墨 礦物|mineral
黑熊 熊|bear 黑陶 陶器|pottery
黑熊 熊|bear 烏鴉 bird|禽
黑熊 熊|bear 烏 bird|禽
幼獅 獅|lion 蝌蚪 青蛙|frog
幼獅 獅|lion 兔寶寶 兔|rabbit
幼獅 獅|lion 羔羊 羊|sheep
幼獅 獅|lion 小馬 馬|horse
幼獅 獅|lion 仔豬 豬|pig
幼獅 獅|lion 幼雛 bird|禽
幼獅 獅|lion 幼蟲 InsectWorm|蟲
幼獅 獅|lion 孑孓 蚊子|mosquito
幼獅 獅|lion 幼魚 fish|魚
幼獅 獅|lion 魚苗 fish|魚
幼獅 獅|lion 栽 plant|植物
幼獅 獅|lion 秧苗 crop|莊稼
幼獅 獅|lion 樹苗 tree|樹
幼獅 獅|lion 花苞 花|flower
幼獅 獅|lion 花蕾 花|flower
幼獅 獅|lion 蓓蕾 花|flower
幼獅 獅|lion 小姑娘 女性|woman
幼獅 獅|lion 妞 女性|woman
幼獅 獅|lion 姑娘 女性|woman
幼獅 獅|lion 黃毛丫頭 女性|woman
幼獅 獅|lion 丫頭 女性|woman
幼獅 獅|lion 女娃 女性|woman
幼獅 獅|lion 女孩 女性|woman
幼獅 獅|lion 女孩子 女性|woman
幼獅 獅|lion 女孩兒 女性|woman
幼獅 獅|lion 女童 女性|woman
幼獅 獅|lion 小妞 女性|woman
幼獅 獅|lion 小妹妹 女性|woman
幼獅 獅|lion 男孩 男性|man
幼獅 獅|lion 男孩子 男性|man
幼獅 獅|lion 男孩兒 男性|man
幼獅 獅|lion 童子 男性|man
幼獅 獅|lion 男童 男性|man
幼獅 獅|lion 幼苗 plant|植物
幼獅 獅|lion 芽 plant|植物
幼獅 獅|lion 青苗 plant|植物
幼獅 獅|lion 新苗 plant|植物
獅王 獅|lion 牛耳 human|人
獅王 獅|lion 龍頭 human|人
獅王 獅|lion 前導 human|人
獅王 獅|lion 首腦 human|人
獅王 獅|lion 首領 human|人
獅王 獅|lion 領袖 human|人
獅王 獅|lion 領導 human|人
獅王 獅|lion 領導人 human|人
獅王 獅|lion 頭子 human|人
獅王 獅|lion 頭目 human|人
獅王 獅|lion 頭兒 human|人
獅王 獅|lion 掌門人 human|人
雄獅 獅|lion 公鹿 鹿|deer
雄獅 獅|lion 雄鹿 鹿|deer
雄獅 獅|lion 公羊 羊|sheep
雄獅 獅|lion 公牛 牛|cattle
雄獅 獅|lion 豬公 豬|pig
雄獅 獅|lion 雄蝶 蝴蝶|butterfly
雄獅 獅|lion 雄蕊 花蕊|stamen
雄獅 獅|lion 君 human|人
雄獅 獅|lion 父 parents|父母
雄獅 獅|lion 父親 parents|父母
雄獅 獅|lion 老子 parents|父母
雄獅 獅|lion 爸 parents|父母
雄獅 獅|lion 爸爸 parents|父母
雄獅 獅|lion 阿爸 parents|父母
雄獅 獅|lion 爹 parents|父母
雄獅 獅|lion 爹爹 parents|父母
雄獅 獅|lion 翁 parents|父母
雄獅 獅|lion 子嗣 offspring|後代
雄獅 獅|lion 兒子 offspring|後代
雄獅 獅|lion 男 offspring|後代
雄獅 獅|lion 兒 offspring|後代
雄獅 獅|lion 親兄弟 sibling|手足
雄獅 獅|lion 兄弟 sibling|手足
雄獅 獅|lion 伯仲 sibling|手足
雄獅 獅|lion 弟兄 sibling|手足
雄獅 獅|lion 夫 spouse|配偶
雄獅 獅|lion 夫婿 spouse|配偶
雄獅 獅|lion 老公 spouse|配偶
雄獅 獅|lion 良人 spouse|配偶
雄獅 獅|lion 郎 spouse|配偶
雄獅 獅|lion 男人 spouse|配偶
雄獅 獅|lion 先生 spouse|配偶
雄獅 獅|lion 丈夫 spouse|配偶
雄獅 獅|lion 男士 human|人
雄獅 獅|lion 男子 human|人
雄獅 獅|lion 男子漢 human|人
雄獅 獅|lion 男生 human|人
雄獅 獅|lion 男兒 human|人
雄獅 獅|lion 男性 human|人
雄獅 獅|lion 漢子 human|人
雄獅 獅|lion 鬚眉 human|人
雄獅 獅|lion 丁 human|人
山魈 猛獸|ABeastOfPrey 天狗 狗|dog
山魈 猛獸|ABeastOfPrey 大鵬鳥 候鳥|MigratoryBird
山魈 猛獸|ABeastOfPrey 鵬 候鳥|MigratoryBird
山魈 猛獸|ABeastOfPrey 鯤 fish|魚
金絲猴 猿猴|ape 黃金鼠 鼠|mouse
金絲猴 猿猴|ape 金魚 觀賞魚|OrnamentalFish
金絲猴 猿猴|ape 黃魚 fish|魚
金絲猴 猿猴|ape 黃豆 豆子|beans
金絲猴 猿猴|ape 金髮 頭髮|HeadHair
金絲猴 猿猴|ape 黃土 土壤|soil
金絲猴 猿猴|ape 金沙 沙|sand
金絲猴 猿猴|ape 黃沙 沙|sand
金絲猴 猿猴|ape 金車 LandVehicle|車
金絲猴 猿猴|ape 南瓜 vegetable|蔬菜
金絲猴 猿猴|ape 芒果 fruit|水果
海蛇 蛇|snake 海龜 龜|turtle
海蛇 蛇|snake 海魚 fish|魚
海蛇 蛇|snake 海螺 螺|SpiralShell
海蛇 蛇|snake 海島 島|island
海蛇 蛇|snake 海流 水流|WaterFlow
海蛇 蛇|snake 海堤 堤防|embankment
海蛇 蛇|snake 海路 水路|waterway
海蛇 蛇|snake 海輪 輪船|steamer
海蛇 蛇|snake 海鳥 bird|禽
海蛇 蛇|snake 海鷗 bird|禽
海蛇 蛇|snake 海藻 藻類|algae
海蛇 蛇|snake 礁 岩石|rock
海蛇 蛇|snake 礁石 岩石|rock
海龜 龜|turtle 海魚 fish|魚
海龜 龜|turtle 海螺 螺|SpiralShell
海龜 龜|turtle 海島 島|island
海龜 龜|turtle 海流 水流|WaterFlow
海龜 龜|turtle 海堤 堤防|embankment
海龜 龜|turtle 海路 水路|waterway
海龜 龜|turtle 海輪 輪船|steamer
海龜 龜|turtle 海鳥 bird|禽
海龜 龜|turtle 海鷗 bird|禽
海龜 龜|turtle 海藻 藻類|algae
海龜 龜|turtle 礁 岩石|rock
海龜 龜|turtle 礁石 岩石|rock
壁虎 蜥蜴|lizard 壁飾 裝飾品|ornament
