: physical|物質
積水 水 保留地 土|土地|地|陸|陸地
陛下 君王 尊師 人師|師|教師|老師
陛下 國君 尊師 人師|師|教師|老師
陛下 國王 尊師 人師|師|教師|老師
陛下 王 尊師 人師|師|教師|老師
陛下 君主 夫人 太太|婆婆媽媽|婦人|婦女
陛下 君王 夫人 太太|婆婆媽媽|婦人|婦女
陛下 國君 夫人 太太|婆婆媽媽|婦人|婦女
陛下 國王 夫人 太太|婆婆媽媽|婦人|婦女
陛下 王 夫人 太太|婆婆媽媽|婦人|婦女
陛下 君主 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
陛下 君王 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
陛下 國君 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
陛下 國王 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
陛下 王 老奶奶 老太太|老太婆|老婆婆|老婦|老嫗|阿婆
陛下 君主 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
陛下 君王 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
陛下 國君 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
陛下 國王 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
陛下 王 公館 住宅|住家|住屋|住所|住處|家宅|寓所|居所|居處
大汗 汗 百獸 動物|禽獸|野獸|飛禽走獸
大汗 汗水 百獸 動物|禽獸|野獸|飛禽走獸
大汗 汗液 百獸 動物|禽獸|野獸|飛禽走獸
大汗 汗珠 百獸 動物|禽獸|野獸|飛禽走獸
大汗 汗 羊群 羊
大汗 汗水 羊群 羊
大汗 汗液 羊群 羊
大汗 汗珠 羊群 羊
大汗 汗 牛群 牛
大汗 汗水 牛群 牛
大汗 汗液 牛群 牛
大汗 汗珠 牛群 牛
大汗 汗 豬隻 毛豬|豚|豬
大汗 汗水 豬隻 毛豬|豚|豬
大汗 汗液 豬隻 毛豬|豚|豬
大汗 汗珠 豬隻 毛豬|豚|豬
大汗 汗 魚群 魚|魚兒|魚類
大汗 汗水 魚群 魚|魚兒|魚類
大汗 汗液 魚群 魚|魚兒|魚類
大汗 汗珠 魚群 魚|魚兒|魚類
大汗 汗 松林 松|松樹
大汗 汗水 松林 松|松樹
大汗 汗液 松林 松|松樹
大汗 汗珠 松林 松|松樹
大汗 汗 竹林 竹|竹子
大汗 汗水 竹林 竹|竹子
大汗 汗液 竹林 竹|竹子
大汗 汗珠 竹林 竹|竹子
大汗 汗 花海 花|花兒|花卉|花朵|華
大汗 汗水 花海 花|花兒|花卉|花朵|華
大汗 汗液 花海 花|花兒|花卉|花朵|華
大汗 汗珠 花海 花|花兒|花卉|花朵|華
大汗 汗 花叢 花|花兒|花卉|花朵|華
大汗 汗水 花叢 花|花兒|花卉|花朵|華
大汗 汗液 花叢 花|花兒|花卉|花朵|華
大汗 汗珠 花叢 花|花兒|花卉|花朵|華
大汗 汗 草叢 草|青草
大汗 汗水 草叢 草|青草
大汗 汗液 草叢 草|青草
大汗 汗珠 草叢 草|青草
大汗 汗 血海 血|血液|鮮血
大汗 汗水 血海 血|血液|鮮血
大汗 汗液 血海 血|血液|鮮血
大汗 汗珠 血海 血|血液|鮮血
大汗 汗 滿天星 天體|星|星星|星球|星體
大汗 汗水 滿天星 天體|星|星星|星球|星體
大汗 汗液 滿天星 天體|星|星星|星球|星體
大汗 汗珠 滿天星 天體|星|星星|星球|星體
大汗 汗 繁星 天體|星|星星|星球|星體
大汗 汗水 繁星 天體|星|星星|星球|星體
大汗 汗液 繁星 天體|星|星星|星球|星體
大汗 汗珠 繁星 天體|星|星星|星球|星體
大汗 汗 山群 山|岳|嶺
大汗 汗水 山群 山|岳|嶺
大汗 汗液 山群 山|岳|嶺
大汗 汗珠 山群 山|岳|嶺
大汗 汗 山巒 山|岳|嶺
大汗 汗水 山巒 山|岳|嶺
大汗 汗液 山巒 山|岳|嶺
大汗 汗珠 山巒 山|岳|嶺
大汗 汗 崇山峻嶺 山|岳|嶺
大汗 汗水 崇山峻嶺 山|岳|嶺
大汗 汗液 崇山峻嶺 山|岳|嶺
大汗 汗珠 崇山峻嶺 山|岳|嶺
大汗 汗 群山 山|岳|嶺
大汗 汗水 群山 山|岳|嶺
大汗 汗液 群山 山|岳|嶺
大汗 汗珠 群山 山|岳|嶺
大汗 汗 車隊 車|車子
大汗 汗水 車隊 車|車子
大汗 汗液 車隊 車|車子
大汗 汗珠 車隊 車|車子
大汗 汗 船隊 船|船隻
大汗 汗水 船隊 船|船隻
大汗 汗液 船隊 船|船隻
大汗 汗珠 船隊 船|船隻
大汗 汗 艦隊 戰艦|船艦|艦|艦艇|軍艦
大汗 汗水 艦隊 戰艦|船艦|艦|艦艇|軍艦
大汗 汗液 艦隊 戰艦|船艦|艦|艦艇|軍艦
大汗 汗珠 艦隊 戰艦|船艦|艦|艦艇|軍艦
大汗 汗 鉅資 基金|本|本錢|經費|資本|資金
大汗 汗水 鉅資 基金|本|本錢|經費|資本|資金
大汗 汗液 鉅資 基金|本|本錢|經費|資本|資金
大汗 汗珠 鉅資 基金|本|本錢|經費|資本|資金
大汗 汗 巨款 財|財富|財物|財產|金錢|錢財
大汗 汗水 巨款 財|財富|財物|財產|金錢|錢財
大汗 汗液 巨款 財|財富|財物|財產|金錢|錢財
大汗 汗珠 巨款 財|財富|財物|財產|金錢|錢財
大汗 汗 鉅款 財|財富|財物|財產|金錢|錢財
大汗 汗水 鉅款 財|財富|財物|財產|金錢|錢財
大汗 汗液 鉅款 財|財富|財物|財產|金錢|錢財
大汗 汗珠 鉅款 財|財富|財物|財產|金錢|錢財
大汗 汗 千金 財|財富|財物|財產|金錢|錢財
大汗 汗水 千金 財|財富|財物|財產|金錢|錢財
大汗 汗液 千金 財|財富|財物|財產|金錢|錢財
大汗 汗珠 千金 財|財富|財物|財產|金錢|錢財
大汗 汗 高薪 俸|報酬|待遇|酬|酬勞|酬金
大汗 汗水 高薪 俸|報酬|待遇|酬|酬勞|酬金
大汗 汗液 高薪 俸|報酬|待遇|酬|酬勞|酬金
大汗 汗珠 高薪 俸|報酬|待遇|酬|酬勞|酬金
大汗 汗 巨資 貨幣|錢|錢幣
大汗 汗水 巨資 貨幣|錢|錢幣
大汗 汗液 巨資 貨幣|錢|錢幣
大汗 汗珠 巨資 貨幣|錢|錢幣
大汗 汗 大錢 貨幣|錢|錢幣
大汗 汗水 大錢 貨幣|錢|錢幣
大汗 汗液 大錢 貨幣|錢|錢幣
大汗 汗珠 大錢 貨幣|錢|錢幣
大汗 汗 厚利 利潤|收益|獲利|盈利|盈餘
大汗 汗水 厚利 利潤|收益|獲利|盈利|盈餘
大汗 汗液 厚利 利潤|收益|獲利|盈利|盈餘
大汗 汗珠 厚利 利潤|收益|獲利|盈利|盈餘
大汗 汗 重利 利潤|收益|獲利|盈利|盈餘
大汗 汗水 重利 利潤|收益|獲利|盈利|盈餘
大汗 汗液 重利 利潤|收益|獲利|盈利|盈餘
大汗 汗珠 重利 利潤|收益|獲利|盈利|盈餘
大汗 汗 書海 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗水 書海 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗液 書海 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗珠 書海 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗 萬卷書 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗水 萬卷書 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗液 萬卷書 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗珠 萬卷書 圖書|書|書冊|書卷|書本|書籍|籍
大汗 汗 高票 票|選票
大汗 汗水 高票 票|選票
大汗 汗液 高票 票|選票
大汗 汗珠 高票 票|選票
大汗 汗 眾人 人|人兒|人類
大汗 汗水 眾人 人|人兒|人類
大汗 汗液 眾人 人|人兒|人類
大汗 汗珠 眾人 人|人兒|人類
大汗 汗 群眾 人|人兒|人類
大汗 汗水 群眾 人|人兒|人類
大汗 汗液 群眾 人|人兒|人類
大汗 汗珠 群眾 人|人兒|人類
大汗 汗 人海 人|人兒|人類
大汗 汗水 人海 人|人兒|人類
大汗 汗液 人海 人|人兒|人類
大汗 汗珠 人海 人|人兒|人類
大汗 汗 人堆 人|人兒|人類
大汗 汗水 人堆 人|人兒|人類
大汗 汗液 人堆 人|人兒|人類
大汗 汗珠 人堆 人|人兒|人類
大汗 汗 人群 人|人兒|人類
大汗 汗水 人群 人|人兒|人類
大汗 汗液 人群 人|人兒|人類
大汗 汗珠 人群 人|人兒|人類
大汗 汗 人潮 人|人兒|人類
大汗 汗水 人潮 人|人兒|人類
大汗 汗液 人潮 人|人兒|人類
大汗 汗珠 人潮 人|人兒|人類
大汗 汗 綠林 樹|樹木
大汗 汗水 綠林 樹|樹木
大汗 汗液 綠林 樹|樹木
大汗 汗珠 綠林 樹|樹木
大汗 汗 樹林 樹|樹木
大汗 汗水 樹林 樹|樹木
大汗 汗液 樹林 樹|樹木
大汗 汗珠 樹林 樹|樹木
大汗 汗 樹叢 樹|樹木
大汗 汗水 樹叢 樹|樹木
大汗 汗液 樹叢 樹|樹木
大汗 汗珠 樹叢 樹|樹木
大汗 汗 叢林 樹|樹木
大汗 汗水 叢林 樹|樹木
大汗 汗液 叢林 樹|樹木
大汗 汗珠 叢林 樹|樹木
大汗 汗 林子 樹|樹木
大汗 汗水 林子 樹|樹木
大汗 汗液 林子 樹|樹木
大汗 汗珠 林子 樹|樹木
大汗 汗 林木 樹|樹木
大汗 汗水 林木 樹|樹木
大汗 汗液 林木 樹|樹木
大汗 汗珠 林木 樹|樹木
大汗 汗 森林 樹|樹木
大汗 汗水 森林 樹|樹木
大汗 汗液 森林 樹|樹木
大汗 汗珠 森林 樹|樹木
女王 君主 女奴 奴|奴才|奴隸
女王 君王 女奴 奴|奴才|奴隸
女王 國君 女奴 奴|奴才|奴隸
女王 國王 女奴 奴|奴才|奴隸
女王 王 女奴 奴|奴才|奴隸
女王 君主 女嬰 嬰|嬰兒|嬰孩|寶寶|小寶寶
女王 君王 女嬰 嬰|嬰兒|嬰孩|寶寶|小寶寶
女王 國君 女嬰 嬰|嬰兒|嬰孩|寶寶|小寶寶
女王 國王 女嬰 嬰|嬰兒|嬰孩|寶寶|小寶寶
女王 王 女嬰 嬰|嬰兒|嬰孩|寶寶|小寶寶
女王 君主 女主角 主角
女王 君王 女主角 主角
女王 國君 女主角 主角
女王 國王 女主角 主角
女王 王 女主角 主角
女王 君主 女主人 主人|主人翁|東道主
女王 君王 女主人 主人|主人翁|東道主
女王 國君 女主人 主人|主人翁|東道主
女王 國王 女主人 主人|主人翁|東道主
女王 王 女主人 主人|主人翁|東道主
女王 君主 女伴 友|友人|友伴|朋友
女王 君王 女伴 友|友人|友伴|朋友
女王 國君 女伴 友|友人|友伴|朋友
女王 國王 女伴 友|友人|友伴|朋友
女王 王 女伴 友|友人|友伴|朋友
女王 君主 女警 公安|員警|條子|警員|警官|警察
女王 君王 女警 公安|員警|條子|警員|警官|警察
女王 國君 女警 公安|員警|條子|警員|警官|警察
女王 國王 女警 公安|員警|條子|警員|警官|警察
女王 王 女警 公安|員警|條子|警員|警官|警察
女王 君主 婆子 配偶
女王 君王 婆子 配偶
女王 國君 婆子 配偶
女王 國王 婆子 配偶
女王 王 婆子 配偶
女王 君主 廚娘 庖丁|廚子|廚師
女王 君王 廚娘 庖丁|廚子|廚師
女王 國君 廚娘 庖丁|廚子|廚師
女王 國王 廚娘 庖丁|廚子|廚師
女王 王 廚娘 庖丁|廚子|廚師
女王 君主 女畫家 畫家
女王 君王 女畫家 畫家
女王 國君 女畫家 畫家
女王 國王 女畫家 畫家
女王 王 女畫家 畫家
女王 君主 女巫 巫|巫師|方士|術士
女王 君王 女巫 巫|巫師|方士|術士
女王 國君 女巫 巫|巫師|方士|術士
女王 國王 女巫 巫|巫師|方士|術士
女王 王 女巫 巫|巫師|方士|術士
女王 君主 巫婆 巫|巫師|方士|術士
女王 君王 巫婆 巫|巫師|方士|術士
女王 國君 巫婆 巫|巫師|方士|術士
女王 國王 巫婆 巫|巫師|方士|術士
女王 王 巫婆 巫|巫師|方士|術士
女王 君主 女侍 侍者|服務員|服務生
女王 君王 女侍 侍者|服務員|服務生
女王 國君 女侍 侍者|服務員|服務生
女王 國王 女侍 侍者|服務員|服務生
女王 王 女侍 侍者|服務員|服務生
女王 君主 小妹 侍者|服務員|服務生
女王 君王 小妹 侍者|服務員|服務生
女王 國君 小妹 侍者|服務員|服務生
女王 國王 小妹 侍者|服務員|服務生
女王 王 小妹 侍者|服務員|服務生
女王 君主 歌姬 歌手|歌者
女王 君王 歌姬 歌手|歌者
女王 國君 歌姬 歌手|歌者
女王 國王 歌姬 歌手|歌者
女王 王 歌姬 歌手|歌者
女王 君主 女演員 演員|藝人
女王 君王 女演員 演員|藝人
女王 國君 女演員 演員|藝人
女王 國王 女演員 演員|藝人
女王 王 女演員 演員|藝人
女王 君主 女優 演員|藝人
女王 君王 女優 演員|藝人
女王 國君 女優 演員|藝人
女王 國王 女優 演員|藝人
女王 王 女優 演員|藝人
女王 君主 女工 勞工|工人|藍領
女王 君王 女工 勞工|工人|藍領
女王 國君 女工 勞工|工人|藍領
女王 國王 女工 勞工|工人|藍領
女王 王 女工 勞工|工人|藍領
女王 君主 女弟子 學生|弟子|徒弟|桃李|生|門下|門徒|門生
女王 君王 女弟子 學生|弟子|徒弟|桃李|生|門下|門徒|門生
女王 國君 女弟子 學生|弟子|徒弟|桃李|生|門下|門徒|門生
女王 國王 女弟子 學生|弟子|徒弟|桃李|生|門下|門徒|門生
女王 王 女弟子 學生|弟子|徒弟|桃李|生|門下|門徒|門生
女王 君主 母老虎 猛虎|老虎|虎
女王 君王 母老虎 猛虎|老虎|虎
女王 國君 母老虎 猛虎|老虎|虎
女王 國王 母老虎 猛虎|老虎|虎
女王 王 母老虎 猛虎|老虎|虎
女王 君主 母狗 狗|狗兒|狗狗
女王 君王 母狗 狗|狗兒|狗狗
女王 國君 母狗 狗|狗兒|狗狗
女王 國王 母狗 狗|狗兒|狗狗
女王 王 母狗 狗|狗兒|狗狗
女王 君主 母鴨 水鴨|鴨|鴨子
女王 君王 母鴨 水鴨|鴨|鴨子
女王 國君 母鴨 水鴨|鴨|鴨子
女王 國王 母鴨 水鴨|鴨|鴨子
女王 王 母鴨 水鴨|鴨|鴨子
女王 君主 母雞 雞
女王 君王 母雞 雞
女王 國君 母雞 雞
女王 國王 母雞 雞
女王 王 母雞 雞
女王 君主 雌蝶 蝴蝶|蝶|蝶類
女王 君王 雌蝶 蝴蝶|蝶|蝶類
女王 國君 雌蝶 蝴蝶|蝶|蝶類
女王 國王 雌蝶 蝴蝶|蝶|蝶類
女王 王 雌蝶 蝴蝶|蝶|蝶類
女王 君主 千金 兒女|兒孫|子女|子子孫孫|子孫|孩子|後世|後人|後代|後裔
女王 君王 千金 兒女|兒孫|子女|子子孫孫|子孫|孩子|後世|後人|後代|後裔
女王 國君 千金 兒女|兒孫|子女|子子孫孫|子孫|孩子|後世|後人|後代|後裔
女王 國王 千金 兒女|兒孫|子女|子子孫孫|子孫|孩子|後世|後人|後代|後裔
女王 王 千金 兒女|兒孫|子女|子子孫孫|子孫|孩子|後世|後人|後代|後裔
女王 君主 仙子 仙|仙人|祇|神|神仙|神明|神祇
女王 君王 仙子 仙|仙人|祇|神|神仙|神明|神祇
女王 國君 仙子 仙|仙人|祇|神|神仙|神明|神祇
女王 國王 仙子 仙|仙人|祇|神|神仙|神明|神祇
女王 王 仙子 仙|仙人|祇|神|神仙|神明|神祇
女王 君主 玉女 仙|仙人|祇|神|神仙|神明|神祇
女王 君王 玉女 仙|仙人|祇|神|神仙|神明|神祇
女王 國君 玉女 仙|仙人|祇|神|神仙|神明|神祇
女王 國王 玉女 仙|仙人|祇|神|神仙|神明|神祇
女王 王 玉女 仙|仙人|祇|神|神仙|神明|神祇
女王 君主 神女 仙|仙人|祇|神|神仙|神明|神祇
女王 君王 神女 仙|仙人|祇|神|神仙|神明|神祇
女王 國君 神女 仙|仙人|祇|神|神仙|神明|神祇
女王 國王 神女 仙|仙人|祇|神|神仙|神明|神祇
女王 王 神女 仙|仙人|祇|神|神仙|神明|神祇
女王 君主 聖母 仙|仙人|祇|神|神仙|神明|神祇
女王 君王 聖母 仙|仙人|祇|神|神仙|神明|神祇
女王 國君 聖母 仙|仙人|祇|神|神仙|神明|神祇
女王 國王 聖母 仙|仙人|祇|神|神仙|神明|神祇
女王 王 聖母 仙|仙人|祇|神|神仙|神明|神祇
女王 君主 女神 仙|仙人|祇|神|神仙|神明|神祇
女王 君王 女神 仙|仙人|祇|神|神仙|神明|神祇
女王 國君 女神 仙|仙人|祇|神|神仙|神明|神祇
女王 國王 女神 仙|仙人|祇|神|神仙|神明|神祇
女王 王 女神 仙|仙人|祇|神|神仙|神明|神祇
女王 君主 天仙 仙|仙人|祇|神|神仙|神明|神祇
女王 君王 天仙 仙|仙人|祇|神|神仙|神明|神祇
女王 國君 天仙 仙|仙人|祇|神|神仙|神明|神祇
女王 國王 天仙 仙|仙人|祇|神|神仙|神明|神祇
女王 王 天仙 仙|仙人|祇|神|神仙|神明|神祇
女王 君主 仙女 仙|仙人|祇|神|神仙|神明|神祇
女王 君王 仙女 仙|仙人|祇|神|神仙|神明|神祇
女王 國君 仙女 仙|仙人|祇|神|神仙|神明|神祇
女王 國王 仙女 仙|仙人|祇|神|神仙|神明|神祇
女王 王 仙女 仙|仙人|祇|神|神仙|神明|神祇
女王 君主 人母 父母|父母親|爸媽|爹娘|雙親
女王 君王 人母 父母|父母親|爸媽|爹娘|雙親
女王 國君 人母 父母|父母親|爸媽|爹娘|雙親
女王 國王 人母 父母|父母親|爸媽|爹娘|雙親
女王 王 人母 父母|父母親|爸媽|爹娘|雙親
女王 君主 母親 父母|父母親|爸媽|爹娘|雙親
女王 君王 母親 父母|父母親|爸媽|爹娘|雙親
女王 國君 母親 父母|父母親|爸媽|爹娘|雙親
女王 國王 母親 父母|父母親|爸媽|爹娘|雙親
女王 王 母親 父母|父母親|爸媽|爹娘|雙親
女王 君主 老媽 父母|父母親|爸媽|爹娘|雙親
女王 君王 老媽 父母|父母親|爸媽|爹娘|雙親
女王 國君 老媽 父母|父母親|爸媽|爹娘|雙親
女王 國王 老媽 父母|父母親|爸媽|爹娘|雙親
女王 王 老媽 父母|父母親|爸媽|爹娘|雙親
女王 君主 阿母 父母|父母親|爸媽|爹娘|雙親
女王 君王 阿母 父母|父母親|爸媽|爹娘|雙親
女王 國君 阿母 父母|父母親|爸媽|爹娘|雙親
女王 國王 阿母 父母|父母親|爸媽|爹娘|雙親
女王 王 阿母 父母|父母親|爸媽|爹娘|雙親
女王 君主 娘 父母|父母親|爸媽|爹娘|雙親
女王 君王 娘 父母|父母親|爸媽|爹娘|雙親
女王 國君 娘 父母|父母親|爸媽|爹娘|雙親
女王 國王 娘 父母|父母親|爸媽|爹娘|雙親
女王 王 娘 父母|父母親|爸媽|爹娘|雙親
女王 君主 媽 父母|父母親|爸媽|爹娘|雙親
女王 君王 媽 父母|父母親|爸媽|爹娘|雙親
女王 國君 媽 父母|父母親|爸媽|爹娘|雙親
女王 國王 媽 父母|父母親|爸媽|爹娘|雙親
女王 王 媽 父母|父母親|爸媽|爹娘|雙親
女王 君主 媽咪 父母|父母親|爸媽|爹娘|雙親
女王 君王 媽咪 父母|父母親|爸媽|爹娘|雙親
女王 國君 媽咪 父母|父母親|爸媽|爹娘|雙親
女王 國王 媽咪 父母|父母親|爸媽|爹娘|雙親
女王 王 媽咪 父母|父母親|爸媽|爹娘|雙親
女王 君主 媽媽 父母|父母親|爸媽|爹娘|雙親
女王 君王 媽媽 父母|父母親|爸媽|爹娘|雙親
